node_pub,degree,total_capacity,pagerank,eigenvector,closeness,betweenness,clustering_coef,core_number,liquidity_density,bridge_score
03e5a28ba3a16b53562ec6e8ad3de16fd99c5eb39227dc8eca0a8ebbbeb732b76c,1,5000,8.426939074778705e-06,5.71462234315895e-21,0.17762110313175616,0.0,0.0,1,4999.999994999999,0.0
03745b275bed1ab74c6c2f3dc6d1f870c5927397997c99dfaba283f73ccfab0d33,1,50000,1.0446456422856757e-05,5.714622343158951e-20,0.17762110313175616,0.0,0.0,1,49999.99995,0.0
023c5f2b69161742cc49da5be6cb7c940465fc608ff216bafc7573eb31121b22d2,21,1159550,0.00016283597091514479,9.89608948199435e-15,0.2159784542822716,0.00018437506182276733,0.05714285714285714,7,55216.6666640373,8.779764848285123e-06
0387881308547507ca6ba7f6619d86193c8b8c09c7c62f6fa61b16b3e740550dc9,2,105000,1.386970828378824e-05,4.939731854927111e-15,0.2060552208228844,1.2065889259065666e-06,0.0,2,52499.99997375,6.03294462651636e-07
025760c4ebd68d7d0f21722fff5f15e75996c02ba834ba884166bff0c8b35bcb43,1,100000,1.5522465616337354e-05,6.041742361193353e-20,0.1742348432488556,0.0,0.0,1,99999.9999,0.0
03a8a96a65ee19b7add42800d777c3eaf4b1ea133e63f2c78c9f254cd4faf0aca9,2,100000,1.948465134543625e-05,1.1079768606644428e-18,0.19712544172122554,4.852636436632514e-07,0.0,2,49999.999975,2.426318217103098e-07
02006b7be7ea4b7cdf181c5c7b338e80904f13173220eb07e991a268e518a35b4a,9,1470151,8.936636678634576e-05,8.083207008935344e-17,0.21154658038755236,0.00011851052440995642,0.1111111111111111,5,163350.1110929611,1.316783604408762e-05
02527795f11a8ca7f9dc73b9a69fe1bfe824597f7a67d25bb1ecd5683f2763e54c,3,30000,1.8439074474634133e-05,2.444430701034022e-18,0.19690613841880178,1.2178484875428512e-07,0.3333333333333333,3,9999.999996666666,4.0594949571230054e-08
0261ff19766f6f7e6575c59566489b608b262e23c8eb393f70e8dd30f39e2db354,2,6000,1.3889817786641714e-05,3.138961063528448e-29,0.1548242770997327,5.155406069354575e-07,0.0,2,2999.9999985,2.5777030333884356e-07
03388e868e91fadd6a671281dd9cf5852fcfdd7eefcd7acad069d49e627ed85867,3,222200,2.358144184511772e-05,3.3500622145428065e-18,0.2204313437302161,2.5649545896726733e-05,0.0,3,74066.66664197778,8.549848629392294e-06
03bd9d0475188ef42f4a0beb8cba4031a9bf44ae274b82f2652a330bab2f69c9d2,4,800000,6.324322864473885e-05,2.6605444399663353e-19,0.18246356798360078,8.747851498337935e-07,0.0,3,199999.99995,2.186962874037743e-07
023daf469bbf2d5769d7673b66a841bd6d46452a4e20be548c6b11da730e5db575,2,201150,2.3121491062724722e-05,3.348988162671976e-18,0.2202765197339544,5.24596356814807e-05,0.0,2,100574.9999497125,2.622981782762544e-05
02844b6ce10197a478834444fa13ef594a4ff44636ddc89a8511f42202f861e2e7,2,550000,4.990124261886775e-05,1.265302651402606e-18,0.1914424395995731,0.0,1.0,2,274999.9998625,0.0
0250373555232cec757ea141273e75381c84cc3ab22f1e3a3ca5a2dc55b1904c24,3,14150,1.527440248700815e-05,1.6640362756296586e-12,0.24182352829957302,6.56772200365135e-05,0.0,3,4716.666665094444,2.1892406671540365e-05
02d651f88fa08b95c772a0aeb7b32ac4d4700e5e0a51c137d99ac7aee86d18d5eb,4,22288,2.803334699021875e-05,4.68640797038668e-21,0.18318342281747912,1.2603417029035088e-06,0.16666666666666666,3,5571.999998607,3.1508542564710583e-07
03736ce9c68565d81b539d48568717c2f0189aa9fdc58ddce2f0ac616092ff6877,1,100000,1.5522465616337354e-05,6.041742361193353e-20,0.1742348432488556,0.0,0.0,1,99999.9999,0.0
02ed03536fa441555a896ef236ee8f2083f80473834b1f02dfd4acde6b64b3711c,2,300000,2.234519837992884e-05,2.2934346095570486e-19,0.17767936271234802,0.0,1.0,2,149999.99992499998,0.0
