hub,outbound_before_msat,outbound_after_msat
03f11710057e2d087c2610ef9fd13886c8497af95f5be9d96e4ae7b2d4b2035e4b,195089311500,22717506286
02438ae8b7ba711857dfb902a2b71d25510d859dc4b445383b51d00c396b951b5c,47618087000,4948780383
03d827f9e9ca9bd7864361b51ace77a1957ddd58a7fabff3f7658448a3e4f60975,46976085750,5707191394
02b6dabd436275044399002241195b82b7fed517b226d0a109b1d07a39d7b4a91a,171928845000,22553432964
02dbd9298c0e87143276440838c4c3b6adfd183fd19c9181cf38a550c6ad216b51,69793108000,8296957907
034a29e256807da8cbe4fbbdba6f2c79ee02ba3d6536f71da610e5ec5999d6107e,160603319000,19783726726
03404f05f2d931000f7cb505f780e444bea4d36690cf72ea8fdb83eb9bdf56923b,19450000000,1091649211
03e30da473716d39c09356d5372cf839d8ee3a1cdbd993ee853c23ab9bdfbce6f8,48997252250,6443561888
03f15fc38f36e88bf1d799994d38e10902318287a53eb413b5e8ab0046d863bace,111875000000,13133906629
0382d277c46f2c07c984e550605354721a65fdd04c48c860c0a4883de37a848ab9,41017000000,4625295809
03aa51fd2c2eaad5a531c3cd46a93eb9c8a7c4a49c6fe5b4739236fc21eba8c573,37202215000,5321214185
02f51d157519ac6ec86595822ee529af53416fc4f8ba7fb8179407dcd91eaafa9a,79983774000,9177958405
032c6132f0c1f67f10aeb1e90a6f58b9270213184467cea313e97dcf7d4a22d5ee,77477215000,10681924694
03da03d338ca9ec82eed4d686b672972dd01ecaf1eedd24515dd329e51abbd32cd,50510801000,4724513289
02343c19a39dd11cfc6f7571f36213dd52fb70ee45ee4074913d43891fb59579b5,60547505000,6536356098
035eb7d2253d934b51dd1cc145b6f36a9c2d953c4379f5fff9c39bb437ece525ae,233573989250,26798186547
0360d247c04d49d9120c6b66bc9b57622e05dd6b9457ae87616387ae99e64e90bc,21975000000,1360693499
03adc3179902db6a6bb136b0e11f87d82ab4418a62d42293b29fb9502cc0d5753f,53025000000,6295724645
039d32c59f4ab80f55b630e1d3000d6949213066a64a800b9bb5cc461621839978,12000000000,1856010296
02965189e2bc026c023685c51a505476185e9851c907c1ea895a7ab31f5cff3c12,56999997000,8654604354
0201c0d730b56ab512e5d1a81d81aa31d82cc27c565d9d7af9703f4f457c1ebd8c,16620017000,1162349506
03863a2a99201832bcb1dc25872c91dda0fbf84f9c8a9a8f5eabd766b63f98e87d,95299844000,9306904370
03e5f49077dde45b5dcb8062577ab89785820ceb8a440c8065761a170ad6553390,66043738000,7391761094
0383d6b43d37d02da9173216dd3c7135b160f5112ecd9bf1521c8c3e97c6e91a97,27840000000,3776042431
0325dd85eb6787c4905379f8a2e879e4bdd54c8c2b656d1243d7587b2a3059a0e8,142573760250,11183376065
0345bd1f009308756c82b7b19490bc4c9a41ae1725794cebd6c5d3177785a906d7,25741353000,3235799694
024cd3be18617f39cf645851e3ba63f51fc13f0bb09e3bb25e6fd4de556486d946,16080000000,1811433134
027070dc64b8850689b52020571d0e3173ba38cc456501ad1b5d994d6063eb0ec8,34944129750,4162746651
02c69a0b4cb468660348d6d457d9212563ad08fb94d424395da6796fb74a13f276,59000449250,8823740496
035d400d26ad1739a98d3edbf224d7d40235c534a8f58f7cc7afefc639d3c84bfb,46467120000,4923890213
02338b127b07c0dfb072110c3b81030c7e06f95dfc8d1ac71a7b93ce6810e4abb7,63722004000,9661232846
02b103f2cfb227cca4a0ba76d0ba102e31b85df92976a3d6541f47f5abf84b5944,165271229000,19931806171
02e038bade3d40426ca7fe50b442876ecd31b95eda66244b643d52e9e6a2615be2,26553986000,4073638276
0235c3b574b14a7b0f00abac5f47f1ae8d8caa44b050781ac4cf0ad5a71f105dd2,16048993000,1210274698
02eb3a0e2d96530cded3eecb2b0c193e35d608e44af28bb299fd616651d52a3023,14989416000,1059794461
02741610a873ff193cbbec594dc32d759449082eaa4c2279dba43f67c545d0c843,36500000000,3916523949
03ab2f6c79cae3d9c02ec1422cf2fccfe8c9b3e11bdddabf099348d9c0cfe164aa,10450000000,1523378228
02dba9a6c76d1578641c36dcc61222bc86360fda2605b5bd78acf4b37d7be91b0f,34800000000,4749917311
03154ba72d862af1cc0f7c4bd4c097902b2f46744a7eb63dbb026c4db81ae79cfa,43699604000,3281533280
036a2f674fc446a42044f6c58bd85dcedd2f027fc42300f001b9ec24431cc8e824,27777215000,3415637155
02a80fbf917ef6f6d47fe764114bae9799807e0169b3d919ddfe4cc49ed0406b88,212386075000,17266945952
02f9b17b19c9ed6922f1e14781245e97b92ef6f8c07fe99809f1e082e98a109056,52500000000,6908868692
02676e95f1ecd32ea66b42efc7c0eac9542de2b05c04501fde89f050be4ce901ae,12673000000,1032322408
03ae30aa8af2e1c34a5502ebb8a2f3974644374d6b239b2943af1e902a8d3d2322,62794936500,7616717126
037dadeec6c1f1a85a938f038f36515a05ae0ec982d749e4068735d665704fb31e,20624000000,1542916372
033fd3e16bc450ea25cad365c8422f5534429c084a2f5e200caaf5fee6811418e5,110621776000,14134583033
033aff3bfd1303d1fec222d15a1f7d1d39d18befa3460af3c8a14b19edea8c05d8,37710304250,4862507166
026ee65660c8d2764ed8d6442f25fc5a36d6d39a2e9c76f1b23303370c656bf4b2,17242699000,1687755189
02d7a00331d21b4ed01315911b772e7b8f4f8f579db1b6ce69bf3c1957799444ba,43490000000,3880544730
028250fb72781aff6e50054789d8125189053338d8a59a023ad67bf267ede1ed68,36800000000,6447491785
030aa410fdb8f96a9aa2be25d5106ab84bcf43dfd9818eed0c7cfa2edcfdc0dc0f,370655965000,44027688028
03c6d1cce30eaaa8b4ad436735c6816ae886f588ff8362017af940ad5a89118014,18250000000,1549036239
0309cb0b504a5e2e29430fc327ee499c6b9b9ac226f561bb9ab633d7992433545b,126072290000,12389481081
0294967f3327884442de266e865f21c2812d5bce7c1081d375c55f6e47322bcc72,53500000000,7052595019
03e53d778cdfcc62141bb1efa79de8428ec622a04c58980c1cf8dc4b6df4c789d0,12750000000,1561989421
02f376b02d3a82aaad471ccdeb060817843aef5b77b029d79d31c94b27cb66bcb6,50800000000,6708137649
02c45389d58edf3c9dced6716791ed450ff632e74e962ac0d489047498f4e54a08,73804802000,9730512539
037f66e84e38fc2787d578599dfe1fcb7b71f9de4fb1e453c5ab85c05f5ce8c2e3,149998514250,16094027788
02f727419f6756954fbf17d4ada36e6180e05c17c50d7442ef160ed50b90e6af52,41903904000,5240975842
03c48fd743bfcaffe5270b034d8c2a037e56d3e38d4146fc04946cc64b3b885574,17250002000,2327514630
03434a39cd9a537c852fc8fb72454086d726f9111e9f730cef4985c39c11fae944,129173166750,15622918487
02f052d271a756d639466c8dce5aaa31d14b427041d5ef5787d1a4da647a39178f,79875629000,8630862630
03e472ddc37b014ce7d5f942b00b28fb1db53d461c4a89173962abd4b331a85179,134416790000,14507761555
0358327cb80ab2a8db36a5924c62966c7b4a753045600df594aa3863ecb618cc5d,281283450750,28101230187
02dbc56e9c85eacf6fa0537e1d4eed411a465c0dd231974e7de7e95a4b63883219,171404430000,26672545040
031f164d5811b6af103b815195c5428694bad2c71665b25321cad498818ac388b5,69225000000,7415133518
02ca3248eb460c64a3572c8c4fbae295cad74ddaee3a3814e08ba55d51111c0654,128800000000,15530500298
0314da85ec42da046703ea16f8ffd3b69c181c09652138f517af87df92a64502e8,17450000000,1453870995
03465f79f840a1169e2b4cb42d684e1723af861b8a82336aa72f9766643a6ef4e4,63564270000,7350776049
038c450e04d7b224a17ef61a2fe24e1e4e4a2f46d213604eba3ecc3e7b8879fae7,18265817000,2506685602
032681d27f87345a7d8e57e0a80143515bc84ddcaa84b16b8c061f0515252a104e,28375500000,2918600618
025b410120e9056dc84d2de39561db7b5ea73e9842fbca6d3a45ecd9a6586249b3,7463790000,948866406
028a8a3e6e0809c8e93a39746d13afea6aafbba68b89f58ad4b9228ee5951a60be,49018234000,5172862801
03a2ca1a4353cd12edd4fbb2bb728459750f0bdb8a5151498cccbcc760c94f12fc,21750000000,2276368525
02851c6709d17e76c74ad845de2cb455baba989578bcbfa8af3b8062401c8f90ef,76587500000,8461258013
022b0066ab3c5b74d805c54776fa91152c0073f4e199b43403087cda2c1e968d8e,102750000000,12496608440
027b405134210d0d051c28a8ca19a58bf2d4ebacb1f689402caecd902d1b2ee4fa,8922494000,1481493857
038ff6ec3fb52c23f1ea2f341bd7f9dd899766380750e4ce8c76bf12e11e1bf9a1,71033296250,7473197470
027734570ef08e526b606bfcbd1b799d82c23ff9075665c0cb21dbcb3a23728c23,44141099000,6149632139
02ac8a021e6633dd88318eed09c0b6bdbae11ccd8d441460d97046453eb7d524d8,25000000000,2571649908
03eb6c49a20ff17203700b446cf5cb4de798d095620c4d1ef711199715db720438,46737499000,7851933764
03f7e7efc7208e18b50cb63a0dcf66c525ade9cf569eaf6b2de70137638f2c5a79,83729430000,7096322932
0290cc884704073b2b633f69f852e8ca2a37660bb359a1e861f2b48760c298ac53,95219446250,11451917328
02f0b52ca841a2cabe8b9852e5f9bf34697330e5a9f3bb7df25844e309bc8f67bb,10062666500,372646223
02ca645d6d041de30b48f570d5bcfef5d097b8a69c2f684c995bb864f95d947b46,164088369000,18730838568
03b5d58b4da17eee62177a1752dd0ed1cac813ffd0938c1a1012d6b5716d7ffb03,301875621000,27919833694
03f8382a85edfac59a0e3a47dc5d71eb4230270c1c4eb15248978d1fc0faadc35e,80660269250,10697162855
021962f47a8b1d1cdb460478fc98223b20b3f6c97035cb1624a0cd2977aeefcd1f,13000000000,1531805900
023c55e8e1912096ed9ef4e18859de7fa652d713e5d1f2b83a3a8b845305a4287c,129031382000,14172081590
03556d062b703d9dd8cd255dee6d76c180ecfee310bd1f63415bda0f58cede0168,13369420000,1886223743
03328f2dda1268260feae33cc7774775a7e81484a3b8200d1b0b6119233ec0db15,51565856000,5038778999
036d81bb87af589f949dec53af1b3121c84048d0913eb56945cbbb62c5cb4fcb6f,39222090000,3024024898
035430a842187f9d27d639b05151f2100fb3e8370a0375e3c1c0ca8257cbe054d4,64747600000,10446549262
02fc41b20b2f456a97b762a21dc6c67ce4c76682f0bc56c122062b778fb7b47d4e,98322639000,10166772885
0379ead124a35685d2f1509f7e4f55070ca36649deae61b2981d1940c768f21c0a,125840505000,15656191856
03fc8d2172a07f015b9822bb203082fce0588f5540a0da8e77b596ce5f800074bb,7800000000,755367812
0338ba2f26fb7b7955677e63549a4366931923bde36529ab791de20d94e33f2db1,17520465000,1670730736
028737303e12cb84643d1f0181812b559a56ef5d78b4c43d1cc0c1c1f17dc88722,55632535000,6825884376
032a92db7e04eb45b4943512c58e9f613e1c8f886e78b5e7a6c7fca2fb1ffa43c5,200930059000,18870147615
031f630b77fc89b316732f3c4403de8b586cce57562b392693037958e32e96cba4,130553061000,16693404987
027222caea9c1070952bc8c7a05a6f75f26f3bffc37e80e627cc651d50d50eb268,138737524250,13875663872
03343c7a0eabe2037e73367f61672863a044288247cbfb8cc57c47f53868cc2708,42250000000,4109642431
03a5e24e6628ecb92971a0f5e2aaf32258c35c71398c65fa2e92a26a0185cde359,89251816000,10351607348
02bcf5a79decf6f700808a5f6d00edc4d597199e1f1cc09149ae42ebf334e4da50,85907092250,9225337522
022237e8ba4f979129501a5313fd36f76fb472f8f7dce348c9b579545177580414,25487310500,2370815230
03ac99b50ad291394b14e9d0e4cc18031d2327e82685f151be38b7093ce0e33b20,47820795500,4376653638
02c8d9068ecfd41c9114a4a5a25036f39071e2c75e6db75f13521e6db393facbd0,31000000000,3290992163
02e2dbac6814ccc1e79d510d52e2c8125b69133d4a3d5a3e06385b89ef5303478d,6249990750,1002154566
0372f1e0852005ca575c59f791d6c3d43380b8f7814d8f98f361fe85ffec30562d,6000000000,562677187
02911515d46e371eacb87dbd5f513b03ab23031d17c3668293a8cca5369072dbea,86199770250,8710575244
026b4f66a2f05a35d528a142f706375536a9eda0f181f885852f7e0849ef85ecc6,58927215000,6270770527
025e011dd8e1b82a88f8f82284eecc522334fd86af198181fbe617a03478ab9d6f,77250000000,7996063038
039e69339983d67221f9351864ad48624c5a169f2918808255dce1f34fcb0183ad,35004751000,2891516433
023af4cbff89bd4bf01a58d39743b80ef8e76dccc04a81dfcc869d38b0fad4f0ae,95814767500,12183476343
02d7120e248bb90972e9fadc2a3eb21bf7a1295a50b8d1611a5b7c5a91200edcd0,17229497000,1828412397
03a7c350de3b9a11313e93c1fc3f21a1d131547b71ac2dac5966545076f535bae7,25794583000,3673477979
031633471d005f37252ede8114c6f4203e0a668270532f0f11a1e4072eb2eef272,51138894250,4959755544
02bebaf15c038fa52a59eb5870cd3b6cb3af6b38b91c316243805df8a2dbd20d3c,29735700000,3148609286
03f3c108ccd536b8526841f0a5c58212bb9e6584a1eb493080e7c1cc34f82dad71,37701149000,5328532797
0291e61659ca2b414c10a37bb12647bf5dbceec5bfa0ff3999f1c39b2014874ee4,11733337000,996857891
03df257120256b5f0b87d25659946d42067a094c765bff830eb66d6ffba6f4d5da,51849574500,6890855109
0375448620afcfc8b4589f588d43f9b64020c7bdc4c132595558c38ce6f198de2d,28039616500,2239123806
026e0283d16402b81ce746db852aa8ca84e7735ec95d43f42dc9be3f00dc746b6f,28207413500,3955125833
02c43115328a5bd4dd5870c4c2e129f0f19bdb685ff8c1727c9320c0c6f5636a2e,196839361000,15942037795
03668e08fefdc45f91d21dada56f7fed9424dc1092390b88e34a4f119fa4a9e002,240822203250,28982928150
0228b05a27e1dc731ea596b70e79ae27949377c35fb23739bdd2eb1f0840a46802,73075780000,7699873994
0200da31ae309a42f955de9383c150a4167246bb22d5380898cd70aecc59136c50,60459570500,6632603988
02d087076869ba3d7da03fad3ccc9eafefb6cea242b1d98457ba8e9d3980baf7ae,7090000000,294525300
02559f7bd0aa9e35047ee32ddfa5b531968245c644cb4f1f0e41ab191af0afdb19,14385412500,1605966704
027b37e3e518714c47f49e6b2df1bfa5560ae859bad58a4cecc67a89cef3950118,34999554000,4665890788
02bcc7d378263af7a5dca103f16f5c94ffdfb63c161433764973904f50688a9071,441719233000,50883504487
023af2336e6bc5c53933ed5a27cf64c19ce1efc070923a92aa699767df91b9ba88,8318457000,161023143
020b9040c4650daeef20c5479513c6541f4892d62dbffc94b76ac417052060c516,35475284500,4117012480
029ae209ee2fbd90df6551b2929f275631c28908837c9069df137fe28db927062a,133978944000,15460254966
0339fc5c11f79091b0a11b8da6a8abfdcb35b1ee6617b86d744800eb43324662d6,30500000000,3381778667
02d2f693212fc525ad1a4d7546c2f24b96a8c002b8567c49fee744569a4abc6c99,116283020000,13908183697
0202b72d9ddbaf4b512446b4914c1662b67bfa38080916180c9b35d9dcf2950f6d,26250000000,2494755724
032246096fcfbc787bdb826bbe5ed7c5edc2516ba5cc96728944a6e386655b3283,117258181000,12455542639
02ec14c429471b5ef3cc7cdc95f38b30e4c61f639adf6f95ce8d8ad44dd224ab35,121338276000,14594749651
02a02b4987ad2591df706021543f52be89cc5871914067ea1b026d424ad12c2874,55625000000,5359827845
0303ddff9154fd3f5922a2e9db88301dacb380be7246d62716a6f246f4e1b20ec0,72929855000,9430675302
034aaa404a318beb1d4f9c3fa9603ac24702a9dc6bb31d14d7f02ab94823e28aa9,35340498500,2917120272
02de223c6d19fce250030f9569dc1dfbf3221987cbce358a060ad83e8ba5149242,145777215000,22569272049
02e440f78d01b317eaeae52e5af6fc501381b8867069c5a9ebaae293bd5ce3fa2a,55319620500,9707152480
03a62821af072e640e51187000fd83d4dca94d4c8ecdcddb6fd036a14d8ebbddab,134645793000,15153560266
0329dba1de0f3c7c55f2101bcfdf1b3a2a8d13787d9cc33ae6c48a944992521516,10700000000,1121129136
03d9985f96f51e14bd6c12c54f756ce417cc168a92f8c38903ddb303ab8cdc572a,100751306750,12559143274
03016199ab5bc651f73c9294369d4697f8e43819bd906f56b85feebc58ece4cd3b,72053575000,11825592727
02d1ef05a2105ad3eb66c78d9b3d751776d975ceef85d09593737e39d54d2a8b09,174500000000,19514260196
02a4ee943caeb847398960230bccc19937dd04834e768472b711a4ce0e2c77cd98,17491759000,1928013031
03bcadbf6d18681c99d6cae4364456196a0adcacc77aede921e6e40a38b12b69be,131125000000,14782114721
035f3eface5666a1a4bcb5950d768eccd35ff122c64dfa71ee50db749ac088d2c9,42500000000,5765303763
0296ea20c1968b0d46017eb0289c48cda0cbeb8f31f3cde424d85d69cdb50b40e3,51777215000,6651092086
0327e003e3c742db9a77f436e672bd42bd4a302ec0f92f0486c4fe09143bcfb0b9,205728311750,32512819532
02dd4451ab284be5c09dc83366af489680cd03c2879ec46c255bd957a172faa699,48679278000,4332543572
024e49388e9a091f296b7f034757845f16dd5d813e0226c04c8ca93a56c67229e7,97752149000,13521440371
038b0e5d711f3112e6b0ffd2b6d0ae90977a0b5eb309f5bfbab89e6d6fd0fd7a8f,60908942000,6598417690
025176c4be908ee06946c27991949391e50af961328469772dd04aead0f951f1cd,112326422500,11902111184
033f405aae705d96d4338efb236645a61c9b0a2303e3185211ed3b02c0803a4a2a,94871635000,12157148707
03ddc25684e925a3bc555cac4d72118e50ab2ee305c9b906468aafe42c537090b2,37600159000,5567097417
0318ac9faa9629e7da08819bc8fe0dd2ae3044d69b1b2283a63479acffeb968483,228507132750,34398009805
03b777818fdba40138bbb966a1c33ddac208741512f1ef63c00d98d7d04aadf0fa,18033830500,1308783600
03fccc0fe0bf2710e2b28d251647d0749ac783a6848a2bf7a087d84ca9b0d5c4c2,5250000000,479398781
028497aad9d968952cb64ff5e55079b79903c06abc16e4155f43e78496ee7c7d80,14350000000,1465535039
0216cab3f23d522a303f75effb4d8652b0ba71de36a9aff9ebaa8f376ee479cc7a,48412500000,5611922680
038bfba92d462cc9e39e3055eb97e641ab00126eb74a1057a3e81e1a2387f8c802,39199999500,6830527404
0380d7ed2beddf814ac4119b6ea42085f1c6e83f50ee5593199de4caa5a186bd64,55314264000,4248978991
03ddeef790967691c9d7e72b0d76209d9716725d89662bed1fd8b321ba5cad3e87,50050000000,5050885194
0337a42a4384c331258f7fa53697f27dbc1596a689fe77923d31b8e7a6f5960929,209593323500,26564250038
02e12fea95f576a680ec1938b7ed98ef0855eadeced493566877d404e404bfbf52,29396264250,5010685186
02d50e281845b66acf67a0ce754220b8cb045fc38a783f056800c5fdca1cb3abcc,59967215000,2296719863
03a6680e79e30f050d4f32f1fb9d046cc6efb5ed4cc99eeedba6b2e89cbf838691,45998196500,7094984215
020783a7022993d2bbd1de05aa070d92bc58759452247b4586d542fb565e3dcf59,165091057000,22128130515
029341bb7a3c63beed9247212b8551322b885ceb8db56b125d9cb1582fa0d1aacd,269569570000,29785789908
0340f8fa6bc058df204691bc1c965de041e550d8ef0512d22007d4cab7ebd7a536,218916167750,22369433841
03f9d7ce70fcb0b7d796c1b6ffca5f50b0212eb4f6f46c624a6f72ee2c2737eb32,144004214000,15122549821
027f0a6db077487fc415493a71bd914b5e9f058e92aeb29de5db12954a176b245a,43091243000,5158422016
02338deb91d4ce231b8161d8c098b4d4a2cd41ebb936745131ccfb0ee1ef74009c,156065450000,14253997185
02372c3c6bccc737e9bf6e0714b1ad5f4412f0053dc7ed35c050e728c16e548cd8,39950000000,3318246903
03e86afe389d298f8f53a2f09fcc4d50cdd34e2fbd8f32cbd55583c596413705c2,26075000000,2258522696
02170068e07c0ae6f5a144548c279ebc3e8b5da1e921255fb16ae7b39cea777522,61560829000,6507876779
02c2ecfd7e7646f7a249491c565737b5c9f83863c23b88e752f2d624e026f5fde7,44500000000,4398000464
032434517e28f7b51665a525d5e11fa493bd4e30a59883b8156c2be4085f4aaf70,396077314000,44607537864
0377a56addffdfe9d8d7a74946458081fe56dd17755635bc48b80381773c1b6d7e,100726427000,12470589606
032bb15c377a3a86814e07288b444014a4a2c7b2f880fb4e3f463623a9e90fb2de,26000000000,2954589154
03bb62e41a7a89f1bfc4a8211894beb7a143e5efe469578d71779233fdef4ac4c7,93840826750,9222025925
032d4baebebfdeab7a2ecef2fbe109cbef10de95f05aa54090fdb687789547dbf5,205499545500,24331441748
02ee625bb15e64a4b053c31d111ee608a4300f7661f55d0635a0dd08cab52e9025,53432196000,6061420606
0214073a35d4a87440e9f44428e4203c7b334638cb967eddda6448a9071f7d826f,7634999000,1339996049
0343803556ab9254e54a637b5bb25f08d3103d0d25282637259c5c3544b1d51f69,68462365000,8676109675
029f0eb3fb2da0d512294d3abcf99642211ca9b31a8e8cf93e11d91ac5376dbb89,53244421500,6906707985
03a8b61013b27176c441cb7b6875b159d9dc1c270651e603447e93d5bbc78ffaa6,61100000000,7108484926
0357e5f534fdac4c38f0d26c4905f08a8baef268081215845ddfdf1719dc2485c0,57796479000,7831324843
02f2f070d940c730edfe386a5e0deddef3903cdf9cf2c0dfe274fcd8c24da6d1ab,36825500000,5658435282
03241431a7f9d071b6c69496315359254442afd356f2b68924b8c02db47f9cbe22,104907500000,11139626202
0355a59f665490d1d416c65b50416b2fd00855b6cf033aeef525d280a00d9c1e6c,39095866000,3629902788
03a30146a7a98cd0231930dc5479e9e16a8e8711e898d9f3afc6095e1e16aa32f6,8850000000,1125654248
02d961748fff4e5ba4a551604207377b08320b76b3e979370f34b31753d5a79426,11750000000,1199511947
036730eb2cbf21332a4935c91f897888dc3b19c947f3bcf51794051b36094e7cff,2143301000,371927185
024c60b2c0d8b495464fd0264b82cedee469b4ed3e068501af7cc74b05b308424a,40077413000,4249313627
03d6e6323c17e2cd1af6a79f61f9b4e04c2878ce139a09641d3e4c0cf11f0352fd,74032743000,7662946236
02f530e9038862a1a65756d8abaa9b570fb235eb090a0f2fa16953e3ceb42a2a6c,69753454000,7155690105
03094b63a5ece2c363ab859952017f95bec7bd9e6975f0c8152f9eff83d0b045c2,110387905250,14082832335
02246f1ced017509e85fcae75e98c6e6aa5d43450315909d73be4a0970e00f197e,92500000000,10204556387
030bec0fb4a5dd5c2dffa5f008210a9b7e0689ee4bf7ae15a7e52491c65fbf4ca5,283413741250,35745856701
038545ecb3c80db999140d82e457ec903ea4f205bdc64209a983cfd9d63787da0c,21450500000,2677342519
0353308936d64e44970186cb43f215fbce1e2ab8631da17c545fadb0a79312229c,32528098500,4474143834
035711fc49b61316c54ab8c0d063a8dbdd7be16b0a93bc5d7627e91a669e2cd569,40998845000,4672377253
035a95bdafeaec089ded020248939b636296ea32e8cf9a0b6af70e9e517f703fce,56250000000,4600412944
021109721c0f5d60297cd26da4e987c4b37706c1d36242e1e402af08c468c5f47b,13303830500,1606460379
028ed99219aa4e874d36ef716e7ea5867ef41853c4b1d885454f68324fb5c6c08b,63125000000,8353498568
035727d0fa62007577f1863e2723216b04a31c3a2dae7fcfd7889a6bf2dc8406f5,15000000000,1151636459
02ae36bfdd0ee8db7bc67e91f907ac871f436b6c702493c23cfc8023fd6202ac70,53904677750,7293242220
02680d3b6f0a8a1bc342332a3034f8bfd4b07d8d39dc4b04f99780b9d560978484,27090665000,3379320715
0398c9310ec8e679544399b1b30c1132d62040e8ef284238ac7956e6bf79ca6025,6673351000,381943766
030c9705bb630a9d8bac6cc7fc8e83cd4b9e2a6b99ddefc3fe01d150e019703133,27053185000,3553423308
024e4e0882db23d02d96048ee8e134dbedf8626c625d0f2e6526625850059af903,15350000000,1598940429
030f3f4d5c3e06a245d4affb5f150d48bfeb16baa6f81ee9c9c428c789c1efa06e,24445721500,2037386652
0377c9f9105f3decdd06962f164001982de9f26a28b1f21a1a9ebcc160d13e6574,15395000000,1390833368
020cafba3d34424a579742ae64c197210c68ed9ed2b869deeb42f2e0f7781ef01f,55727107000,7419288503
03740e5e515f6e9dfe67e1ed44568d091788f933e410759b856cded38e0c396a26,22075223000,2581412023
0334049b6072c3044a900ab55a28c2f5361cb630dd6189eae9485d932ed139087c,29447500000,4002211348
03012f071da522fd84c137cc9b9745e0e2d48d00c823c138c068ddcc2c3552a24b,19100438000,1516579246
02e3b6bb0834592f327f82ad6202a8328a64f27de2b736cd89319300f101f5b761,17255000000,1899844420
02fc8c7e9addf8815c9cbfb96f666e4830c2ea6ecb626f8e5ce9cb4deb1b260bb3,22750000000,3415437965
022d509049e143b1c5fc5383210acb97a3e5a4b0e0d31dd4c920eee92a4aacd312,19389372500,1861305914
03a32888c5db46e13d1aa07cb03036f130415477a9ffb09d58c1cd54f777fbbdd9,25031337000,2339405204
03470b07aa5d54982c2fd5936ccdc2eae9a9d13d3642acb287ba1ed20a50d3197e,2800000000,136885688
027570047c5cb88292f315464a66b27952d1667e637c8d956e21d19377be1f1403,15000000000,790269529
0345cea86d2821d8d7e013a9a5c9a01531e357d51e768397f1ab0792c77c1d0338,8678568250,878729407
025ade8f066537e895b6933d9d4838ad627bbdbef2185cb0c58f942d32cc9d8a96,14000000000,2689077814
033254519c33b0b86ad8796c44cd8a04b3333149881d1453ce963c14e4af910099,6856020000,1076002506
03a9e3fd8e5123ec05881bfdb265abc97e8e7cde013afd77941429c0974e5c34dd,5270000000,531928350
0223390bea8aa598442d056ace37c07e7364da1341b3681c371f6619b2879c0af2,6485544250,291111366
0378986aa771344e2f6d7ddf18fb9742adc8f445f51e783ed5f1a004a8f635eca9,5025000000,300156439
02cff65b09aaaacffa5a7089bd357826bce1d7ae9ed8192b400dcde00a2071ae23,5250000000,100214947
02731f456c716bc15b86b426c7bfe1e57c983cb8e501ad4db26a5dd87737a4c045,5000000000,580006494
0261b19c8bb7ee4d46044e95c31316db72c64a45a32da43acb9a69825164755108,5000000000,29873628
038a12a2022e658d2a81bd2f0bee91a991f76e62bc58fd13f61387f78e622bead3,30000000000,2776257591
031c6d6d6f241e253a4b7702a1cca1c3b822bb2ef1c99919a22c093e1a3b1e7b10,16480000000,1808133839
021368ec4526827bc0acfe8c1d0b684d7678528fafbc695faa517a3ab191e92c92,6970269000,794944582
03a05771161ad3195fe4dda779f0b14c61fee2aab5f76638233780520a7460a80b,203482581000,25636904062
03edd230fb182ac18d0595821107553cfc400275f1ec1a1fae43fd2c1fa391e7fb,46277215000,3438510040
03b01ed82152ee1d3d7288cf14c4fa09f15e78d270150e7187717f33330662a295,4900000000,835052320
03d80f73824f7a881f4b3db3553b111d5defb99f6a8ab504b6e92723b335835b13,98601508500,14755344753
02740c62f38896511eb98479036b06907fcac283f62d08b756a1e25fb55e3f6772,112440113250,13500556204
0200cf174ef5c6abbdd2f8ab87d1628c83a99a309266465e9c7cde14fb6d5882a9,198552124000,23811028336
027da91e761959e83581624fc7847cb2bd86475c529b78197f3dc453c3b89b628b,100874245500,11992040312
0354d80bcc05fc30b0d867238d83645b68b326c59f05303be14c87bcf4e84bd9c9,84933512250,11045550380
036b9a856dd196180fd0b71a0ba63ad53be0e4db4faf2c4e4133f1c287f3a6ee97,38209938250,4343755111
03934970636a5394cdcf61cecc89bb8b681df23aada721383b0c3f3c0791cdbebf,41500000000,3614669172
0300207d05df00069fc218080c3b728b84ded4889112d0cf4e0d30a74fb5898e62,41071412000,3652264146
03212562564b3be0b44cd1ac577007b20dcaeeb7d393845a7c75eed958c53b728a,23190179750,2576393780
0272f1d97b9af2ef3ed4547a1cd104b761fdae2cfe156ee4b311cfc4ad85eb9a50,29192643000,3540082842
02021711ca9152f342af9191c13c31fc7e47d5192dfcdd97b0f0632b0410aaf929,10508299000,1467462129
03f652690e03505029f11387d03e09836c98c89ec69d5e302471b1e79109405ea3,44984837000,6968594838
024706bbb0ef2a7dda56446af1c39b72907471a9f9eb6e0993aae3b3aea93719c0,42675000000,5764901139
025093e0447f5f98ddaa0091e9e5720d0af7c582dcbf78c304364d19091f70fd0e,146974425000,15635537800
023cbc5447c7c5628dda1e61d96ace40900a74e1ea0e7fca1f41358db52f618003,35750000000,3161694382
02c43a8c5dd024c4d3c5be5612347f87cf90d79e5c2417861908d25f72046354c3,295715283750,34944266862
03b00f5ce75be4a9473425e8caf33541a6636c31453797492df0680b688773fe37,73174896250,7668551471
